1	1	2014	69	54	39
2	1	2014	55	44	33
3	1	2014	58	43	28
4	1	2014	71	57	42
5	1	2014	59	47	34
6	1	2014	36	29	22
7	1	2014	48	35	22
8	1	2014	53	47	40
9	1	2014	70	62	53
10	1	2014	72	65	57
11	1	2014	75	62	48
12	1	2014	67	57	46
13	1	2014	71	57	43
14	1	2014	76	57	37
15	1	2014	64	52	40
16	1	2014	72	56	40
17	1	2014	64	54	43
18	1	2014	70	54	37
19	1	2014	72	59	45
20	1	2014	82	64	46
21	1	2014	63	51	38
22	1	2014	70	54	37
23	1	2014	56	42	27
24	1	2014	40	33	26
25	1	2014	70	48	26
26	1	2014	76	60	43
27	1	2014	60	47	34
28	1	2014	39	33	27
29	1	2014	49	38	27
30	1	2014	65	48	31
31	1	2014	80	68	55
1	2	2014	76	66	55
2	2	2014	55	45	35
3	2	2014	46	40	34
4	2	2014	64	53	42
5	2	2014	48	40	31
6	2	2014	32	29	26
7	2	2014	38	34	29
8	2	2014	65	51	37
9	2	2014	76	59	41
10	2	2014	60	48	35
11	2	2014	36	35	33
12	2	2014	57	45	33
13	2	2014	69	51	32
14	2	2014	86	67	47
15	2	2014	76	59	42
16	2	2014	76	68	59
17	2	2014	81	70	58
18	2	2014	82	69	55
19	2	2014	82	73	63
20	2	2014	83	70	57
21	2	2014	72	57	41
22	2	2014	77	63	48
23	2	2014	86	74	62
24	2	2014	76	66	55
25	2	2014	71	62	52
26	2	2014	52	44	36
27	2	2014	59	45	31
28	2	2014	80	62	44
3	3	2014	47	36	24
4	3	2014	50	40	30
5	3	2014	53	46	38
6	3	2014	65	54	43
7	3	2014	67	53	39
8	3	2014	59	52	44
9	3	2014	58	49	39
10	3	2014	71	61	50
11	3	2014	83	70	56
12	3	2014	70	60	49
13	3	2014	68	52	37
14	3	2014	75	62	49
15	3	2014	74	68	62
16	3	2014	64	56	48
17	3	2014	68	55	41
18	3	2014	83	65	47
19	3	2014	72	62	51
20	3	2014	76	59	42
21	3	2014	80	67	54
22	3	2014	77	69	61
23	3	2014	61	54	47
24	3	2014	66	58	50
25	3	2014	69	57	44
26	3	2014	66	60	54
27	3	2014	82	72	61
28	3	2014	89	76	63
29	3	2014	77	64	51
30	3	2014	79	62	45
31	3	2014	85	73	60
1	4	2014	86	76	66
2	4	2014	82	76	70
3	4	2014	82	77	71
4	4	2014	74	64	54
5	4	2014	65	60	54
6	4	2014	61	57	52
7	4	2014	72	62	52
8	4	2014	77	64	50
9	4	2014	84	65	45
10	4	2014	87	72	57
11	4	2014	85	73	61
12	4	2014	85	75	65
13	4	2014	78	73	68
14	4	2014	73	58	43
15	4	2014	65	52	39
16	4	2014	73	57	40
17	4	2014	67	62	56
18	4	2014	78	69	59
19	4	2014	78	66	54
20	4	2014	75	68	61
21	4	2014	84	74	64
22	4	2014	87	75	63
23	4	2014	87	73	59
24	4	2014	88	78	67
25	4	2014	88	76	63
26	4	2014	86	77	68
27	4	2014	96	85	73
28	4	2014	93	80	66
29	4	2014	84	72	60
30	4	2014	75	66	57
1	5	2014	77	65	52
2	5	2014	83	70	56
3	5	2014	94	76	58
4	5	2014	91	76	61
5	5	2014	92	76	60
6	5	2014	87	76	65
7	5	2014	88	79	70
8	5	2014	84	79	73
9	5	2014	86	76	66
10	5	2014	91	76	60
11	5	2014	93	83	72
12	5	2014	82	72	62
13	5	2014	67	61	55
14	5	2014	76	64	51
15	5	2014	84	65	46
16	5	2014	86	74	61
17	5	2014	86	73	60
18	5	2014	85	74	62
19	5	2014	86	76	66
20	5	2014	89	78	67
21	5	2014	89	80	70
22	5	2014	87	79	70
23	5	2014	84	78	71
24	5	2014	86	78	70
25	5	2014	87	80	72
26	5	2014	75	70	64
27	5	2014	73	68	63
28	5	2014	84	76	68
29	5	2014	89	78	66
30	5	2014	94	81	68
31	5	2014	93	82	70
1	6	2014	88	80	71
2	6	2014	91	83	74
3	6	2014	90	83	75
4	6	2014	91	83	74
5	6	2014	91	83	74
6	6	2014	92	83	73
7	6	2014	92	83	74
8	6	2014	90	83	76
9	6	2014	86	77	68
10	6	2014	92	78	64
11	6	2014	94	80	66
12	6	2014	92	80	68
13	6	2014	89	79	68
14	6	2014	87	92	73
15	6	2014	91	83	74
16	6	2014	92	84	75
17	6	2014	92	84	75
18	6	2014	92	85	77
19	6	2014	91	84	76
20	6	2014	91	83	75
21	6	2014	92	84	75
22	6	2014	90	83	76
23	6	2014	88	78	68
24	6	2014	93	84	74
25	6	2014	89	80	71
26	6	2014	88	80	71
27	6	2014	91	83	75
28	6	2014	93	86	78
29	6	2014	95	86	77
30	6	2014	96	87	77
1	7	2014	96	86	75
2	7	2014	97	85	73
3	7	2014	96	84	72
4	7	2014	93	82	71
5	7	2014	94	82	69
6	7	2014	95	84	72
7	7	2014	96	85	73
8	7	2014	98	86	74
9	7	2014	98	85	72
10	7	2014	96	84	72
11	7	2014	95	83	71
12	7	2014	98	85	71
13	7	2014	100	87	74
14	7	2014	101	88	75
15	7	2014	92	83	73
16	7	2014	95	84	73
17	7	2014	89	82	74
18	7	2014	78	75	72
19	7	2014	86	78	70
20	7	2014	94	84	74
21	7	2014	96	87	77
22	7	2014	96	86	76
23	7	2014	97	86	75
24	7	2014	94	84	74
25	7	2014	96	86	75
26	7	2014	98	87	76
27	7	2014	98	87	75
28	7	2014	99	87	74
29	7	2014	97	87	76
30	7	2014	96	86	76
31	7	2014	97	87	77
1	8	2014	91	82	73
2	8	2014	90	79	68
3	8	2014	94	83	71
4	8	2014	94	83	72
5	8	2014	97	85	73
6	8	2014	99	88	76
7	8	2014	102	90	77
8	8	2014	102	89	76
9	8	2014	100	89	77
10	8	2014	101	89	77
11	8	2014	102	89	76
12	8	2014	100	87	73
13	8	2014	97	83	69
14	8	2014	98	84	70
15	8	2014	101	88	75
16	8	2014	104	91	77
17	8	2014	101	90	79
18	8	2014	102	90	78
19	8	2014	96	87	77
20	8	2014	102	90	78
21	8	2014	103	92	80
22	8	2014	103	91	79
23	8	2014	101	88	75
24	8	2014	101	89	77
25	8	2014	101	89	76
26	8	2014	101	89	77
27	8	2014	98	87	76
28	8	2014	99	88	76
29	8	2014	96	87	77
30	8	2014	95	85	74
31	8	2014	99	87	74
1	9	2014	101	90	78
2	9	2014	98	88	78
3	9	2014	100	88	76
4	9	2014	99	86	73
5	9	2014	97	87	77
6	9	2014	97	86	74
7	9	2014	89	82	74
8	9	2014	96	84	72
9	9	2014	97	86	74
10	9	2014	99	88	77
11	9	2014	99	89	78
12	9	2014	96	81	66
13	9	2014	66	63	60
14	9	2014	77	71	64
15	9	2014	88	79	69
16	9	2014	94	84	74
17	9	2014	91	83	75
18	9	2014	90	81	72
19	9	2014	86	80	74
20	9	2014	90	82	74
21	9	2014	90	81	72
22	9	2014	91	81	70
23	9	2014	85	76	67
24	9	2014	84	72	60
25	9	2014	83	73	62
26	9	2014	85	76	66
27	9	2014	80	74	68
28	9	2014	88	77	66
29	9	2014	89	78	67
30	9	2014	90	78	65
1	10	2014	92	84	76
2	10	2014	92	84	76
3	10	2014	85	75	65
4	10	2014	80	70	59
5	10	2014	87	75	62
6	10	2014	89	81	72
7	10	2014	94	83	72
8	10	2014	90	82	74
9	10	2014	92	84	75
10	10	2014	92	84	75
11	10	2014	78	69	59
12	10	2014	77	69	61
13	10	2014	76	69	61
14	10	2014	80	66	51
15	10	2014	88	72	56
16	10	2014	86	72	57
17	10	2014	87	74	61
18	10	2014	86	76	66
19	10	2014	82	74	65
20	10	2014	82	73	63
21	10	2014	83	71	58
22	10	2014	83	72	61
23	10	2014	83	75	66
25	10	2014	88	75	62
27	10	2014	86	74	62
29	10	2014	81	73	65
30	10	2014	82	73	63
31	10	2014	76	66	56
1	11	2014	68	58	47
2	11	2014	75	62	48
3	11	2014	76	68	59
4	11	2014	75	67	58
5	11	2014	59	57	55
6	11	2014	63	59	55
7	11	2014	71	60	48
8	11	2014	75	62	48
9	11	2014	74	61	47
10	11	2014	76	63	49
11	11	2014	65	54	42
12	11	2014	51	44	36
13	11	2014	41	36	31
14	11	2014	45	38	30
15	11	2014	48	44	40
16	11	2014	50	42	34
17	11	2014	53	42	30
18	11	2014	56	43	30
19	11	2014	69	51	33
20	11	2014	70	57	44
21	11	2014	74	68	62
22	11	2014	67	63	58
23	11	2014	81	67	53
24	11	2014	66	53	40
25	11	2014	67	53	38
26	11	2014	77	60	42
27	11	2014	64	53	42
28	11	2014	72	57	42
29	11	2014	73	65	56
30	11	2014	79	72	64
1	12	2014	66	54	41
2	12	2014	50	45	39
3	12	2014	59	54	48
4	12	2014	66	62	58
5	12	2014	75	69	63
6	12	2014	69	62	55
7	12	2014	56	54	52
8	12	2014	67	58	49
9	12	2014	69	56	43
10	12	2014	66	57	47
11	12	2014	67	62	57
12	12	2014	71	65	59
13	12	2014	74	65	55
14	12	2014	74	68	61
15	12	2014	74	63	52
16	12	2014	63	55	46
17	12	2014	53	51	48
18	12	2014	60	55	49
19	12	2014	57	53	48
20	12	2014	54	52	49
21	12	2014	56	53	50
22	12	2014	77	67	56
23	12	2014	59	51	43
24	12	2014	57	46	35
25	12	2014	65	49	33
26	12	2014	74	64	53
27	12	2014	66	54	41
28	12	2014	47	40	32
29	12	2014	67	49	30
30	12	2014	46	43	39
31	12	2014	42	39	36
1	1	2015	40	37	34
2	1	2015	43	41	38
3	1	2015	62	51	39
4	1	2015	51	43	35
5	1	2015	52	41	29
